date,st,lo,mi,hi
2002-06-20,2,0.4838551796266068,0.7259473777958975,0.9136251306388161
2002-06-20,3,0.6667983397199428,0.8498225708839273,0.960047083317972
2002-06-20,4,0.6461978111846775,0.8329370766219713,0.9512018764911356
2002-08-20,1,0.4695288826658696,0.7839174981848692,0.943636611067967
2002-08-20,2,0.6599662920313064,0.8586760581224533,0.9615707450851241
2002-08-20,3,0.839599785638463,0.9396447037612208,0.9852429987791866
2002-08-20,4,0.8284996163923608,0.9333561708682026,0.9816466549415919
2003-06-20,1,0.34396382081134497,0.67658115560036,0.9042863166981014
2003-06-20,2,0.7646486504317433,0.905028587960907,0.9728904302620003
2003-06-20,3,0.6145666492956322,0.827247085804401,0.9521041593210898
2003-06-20,4,0.7863515584356575,0.9129808306231311,0.9768893525884705
2003-08-20,1,0.21605241060426267,0.45887722505155604,0.7466324739946201
2003-08-20,2,0.3414612953164004,0.4945859426761425,0.6731108343403618
2003-08-20,3,0.37185401106978916,0.6155245518890773,0.8534275297626016
2003-08-20,4,0.3780988700140923,0.5700798442179864,0.770913643528323
2004-06-20,1,0.15244971915564942,0.3819533162268761,0.7019227847406408
2004-06-20,2,0.25499936998228995,0.4692465083381232,0.7687166793299396
2004-06-20,3,0.30988888382242274,0.5521188453588367,0.8402031376098397
2004-06-20,4,0.3281791784674488,0.5408403250067406,0.794706501477252
2004-08-20,1,0.11268777216792267,0.3015415013906587,0.6014548052230178
2004-08-20,2,0.1879780366806292,0.37830737651665447,0.6628940090013081
2004-08-20,3,0.24928234304588753,0.47923073017848405,0.7546492682618278
2004-08-20,4,0.21980532212564752,0.3703168334498556,0.5804410804378668
2005-06-20,1,0.09193199820324355,0.2607357560643978,0.5520031538835938
2005-06-20,2,0.15382926822863585,0.3374154276951568,0.5998216008267359
2005-06-20,3,0.23791888949652717,0.4501667030627489,0.7332063490216386
2005-06-20,4,0.16729635692437156,0.3012492979815941,0.4884389329810609
2005-08-20,1,0.07888093692304003,0.2606438266632223,0.5503012750138099
2005-08-20,2,0.13707366201928506,0.33955894824686633,0.6736201218750031
2005-08-20,3,0.2619113075007383,0.48121540355003445,0.7765302518737347
2005-08-20,4,0.16286932984852592,0.34558841762781034,0.639106417577407
2006-06-20,1,0.06527882198235035,0.2466303670337992,0.5769552862414449
2006-06-20,2,0.12994631639531934,0.34186119604889764,0.669417619699113
2006-06-20,3,0.3068075492802968,0.5368491236067261,0.7808924349623134
2006-06-20,4,0.16817722225230752,0.38084593082794804,0.6646495750538524
2006-08-20,1,0.05591456064023662,0.2489381344960665,0.6165054932325663
2006-08-20,2,0.11474187736185774,0.3462014086234943,0.7066165547085912
2006-08-20,3,0.37879076832207703,0.5894662729272737,0.8198821804352723
2006-08-20,4,0.1828940048318405,0.44414446329990204,0.7568536643534686
2007-06-20,1,0.04962657863175312,0.26469105042453334,0.6592807463586682
2007-06-20,2,0.10783439980463554,0.3557943434709361,0.721639109635121
2007-06-20,3,0.5034971973252653,0.7649699083507298,0.9296699812010927
2007-06-20,4,0.19658716622750344,0.5222651605049373,0.8477376109435822
2007-08-20,1,0.04657950003292066,0.22384073178892966,0.5971698088750913
2007-08-20,2,0.10318024981153409,0.3242155869617469,0.6706505434261038
2007-08-20,3,0.35264838936162357,0.6302271625005642,0.8585161268230329
2007-08-20,4,0.176257384500645,0.4383666294726173,0.7437645411117716
2008-06-20,1,0.03725122639989675,0.18228785236641107,0.4707390279471469
2008-06-20,2,0.09201300097272809,0.283058860146297,0.6101646290902741
2008-06-20,3,0.244781757664589,0.42035297735003907,0.6437927129590476
2008-06-20,4,0.1397685047996666,0.30666614174056916,0.530923662967248
2008-08-20,1,0.03156483965060537,0.16369137954414947,0.44811417573665147
2008-08-20,2,0.08246302915440076,0.2735874674982709,0.5917252351372875
2008-08-20,3,0.2495469422631151,0.44391743568869674,0.7009310277652998
2008-08-20,4,0.13225295839069884,0.3140847804395491,0.5910905792188489
2009-06-20,1,0.02619908936963498,0.1492360436669669,0.43315668485486797
2009-06-20,2,0.07843096568404069,0.2667823672444411,0.5964979799789086
2009-06-20,3,0.2504713504769227,0.41374353588229584,0.6328074498455667
2009-06-20,4,0.12552255328652404,0.30652143042212565,0.5612942024976438
2009-08-20,1,0.023348948463915303,0.14139524603600054,0.4976984850042099
2009-08-20,2,0.07700852296040984,0.27669585584878786,0.6621877113736303
2009-08-20,3,0.3752026143384932,0.6213868000683235,0.8468494899464178
2009-08-20,4,0.136589760013545,0.4050578266363233,0.7593721442043162
2010-06-20,1,0.020816077296942334,0.1341814898583492,0.503997385929366
2010-06-20,2,0.07151442281270874,0.2771415653279802,0.6773659770592477
2010-06-20,3,0.4263424652662277,0.6909585976232298,0.8992130563035696
2010-06-20,4,0.13103942022840806,0.4530955424487306,0.8114146379473282
2010-08-20,1,0.017142684288788967,0.11416602275795505,0.4354168025543665
2010-08-20,2,0.06409546290561537,0.2752070952107468,0.6427925815175565
2010-08-20,3,0.36525632186755397,0.6640661447925882,0.8878270674627917
2010-08-20,4,0.11239613846960139,0.39685838176923344,0.7536448283913644
2011-06-20,1,0.015081568174469706,0.09033700639069611,0.29226888839696447
2011-06-20,2,0.05902525977594136,0.2330082273480088,0.5488222812465948
2011-06-20,3,0.1830687761930515,0.31763782067926505,0.5203367730645002
2011-06-20,4,0.0914317529404194,0.23188068307183185,0.424810648359723
2011-08-20,1,0.014052664663334739,0.08365196895010098,0.3290343292604798
2011-08-20,2,0.05605971408477719,0.2247528404618554,0.558971324050701
2011-08-20,3,0.18328319182870106,0.37737643641040025,0.6391146362914308
2011-08-20,4,0.08195054792327151,0.2515009705575196,0.5863455370511353
2012-06-20,1,0.012147154781317242,0.08063271463615145,0.3717272415168593
2012-06-20,2,0.054081410828925196,0.2097553705570857,0.5647516758484156
2012-06-20,3,0.18344535917790847,0.41263413279792704,0.6961727759513147
2012-06-20,4,0.07531214454418027,0.25586532461479206,0.6197096035404731
2012-08-20,1,0.01145403580542649,0.07272476973103464,0.32492429289292896
2012-08-20,2,0.04887103958715493,0.19966240658188594,0.5143200883654295
2012-08-20,3,0.1377957450993844,0.2746796552353148,0.4595646257015131
2012-08-20,4,0.07087881548426989,0.2053693599496732,0.46279647391589773
2013-06-20,1,0.009980889774234752,0.07153394601184651,0.33579309830706194
2013-06-20,2,0.047539790054574,0.18002236261038074,0.48738436051467876
2013-06-20,3,0.13142053573318682,0.24441409696688593,0.40648656750024137
2013-06-20,4,0.06509456551241602,0.19148929157761208,0.47906428031566345
2013-08-20,1,0.009120090517907707,0.06656522982161006,0.3612698541004671
2013-08-20,2,0.04392016430065554,0.17137063650590323,0.4826058642015418
2013-08-20,3,0.15983669509862192,0.32655569658147776,0.5429678409048003
2013-08-20,4,0.06172391169385712,0.1929629112024468,0.48703783188867034
2014-06-20,1,0.008256854127907031,0.06210637172204923,0.5618307473139289
2014-06-20,2,0.04275616031754525,0.172026031202078,0.5161321577853477
2014-06-20,3,0.2176212178720995,0.6635837818162447,0.9050091306197618
2014-06-20,4,0.061227826738592055,0.20091141519910946,0.5686732230817926
2014-08-20,1,0.007678000338648185,0.05147306155576651,0.22820039645256918
2014-08-20,2,0.04153097297725647,0.14404115126581818,0.3806341886625121
2014-08-20,3,0.10223427570555806,0.21017416022206387,0.35697668684638806
2014-08-20,4,0.06339553720648272,0.1670445295086067,0.34793375739571486
2015-06-20,1,0.006604764659064561,0.04800638281208276,0.16483595309645468
2015-06-20,2,0.042770183055091754,0.16032260273531712,0.39525030888878543
2015-06-20,3,0.07663556501562124,0.13998657910357926,0.23986411003278005
2015-06-20,4,0.07484713098602212,0.18917533777579953,0.37810707989875897
2015-08-20,1,0.006334738700022617,0.05745897135299294,0.22253106486349508
2015-08-20,2,0.048615807502281935,0.18592975163756195,0.4810811560427899
2015-08-20,3,0.11534840375605022,0.217962548190256,0.3889764849962031
2015-08-20,4,0.0981401203315443,0.2409906919666796,0.49245275869081323
2016-06-20,1,0.006277721605421716,0.07067652976247939,0.30989617909324335
2016-06-20,2,0.05100007884875904,0.22897080031660494,0.5701734227465061
2016-06-20,3,0.19434664067840973,0.35269553896151457,0.577260665165485
2016-06-20,4,0.13001973592723381,0.3130804870331715,0.6257585552570366
2017-06-20,1,0.005804896962445551,0.0731377345702037,0.391218536230049
2017-06-20,2,0.06461180875879886,0.26557379844346035,0.6312089425080551
2017-06-20,3,0.3039673011797191,0.5077448152013857,0.7418346880634298
2017-06-20,4,0.16725010863632198,0.3953333102311054,0.7315975706686887
2017-08-20,1,0.005606323611019127,0.08457781914368889,0.5368998353152021
2017-08-20,2,0.07139611963044795,0.3171588121805081,0.6974952979415282
2017-08-20,3,0.5711742429013593,0.7873218555247952,0.9394542556841023
2017-08-20,4,0.21933371070756844,0.5273828284884151,0.8505253837212153
2018-06-20,1,0.005130601604978115,0.09385091951111557,0.5131576112571674
2018-06-20,2,0.08535219315628349,0.33073519574481913,0.66983009120095
2018-06-20,3,0.39260668337161186,0.5971046616007845,0.8112881625413331
2018-06-20,4,0.25730165123488813,0.5006698281953785,0.7835897559006096
2018-08-20,1,0.005216364591585734,0.10085577153700037,0.5534480738802127
2018-08-20,2,0.09463211418912809,0.3696392172941263,0.7459810881713259
2018-08-20,3,0.45533807962154405,0.6367111628906295,0.8250181906005698
2018-08-20,4,0.3165826473370935,0.5723939234669483,0.8355562470272815
2019-06-20,1,0.005097222236503023,0.11226332972262654,0.5892079767407329
2019-06-20,2,0.10317048551825847,0.4652740713944397,0.8205519349566014
2019-06-20,3,0.48220384977643926,0.7287410182048972,0.9082804959987496
2019-06-20,4,0.4440410086995537,0.7121922052873952,0.9166251075945304
2019-08-20,1,0.0046574251327358195,0.12183142206384837,0.6009952578728995
2019-08-20,2,0.10983644179659757,0.5236039411046175,0.8396673291944373
2019-08-20,3,0.4062205717593582,0.6622713785059875,0.891093584153771
2019-08-20,4,0.4718158435206916,0.7410193044169403,0.9212864430818247
2020-06-20,1,0.0047068024567400255,0.12090814795955904,0.5819572282065331
2020-06-20,2,0.11428345690355474,0.496983008344357,0.8027670519296084
2020-06-20,3,0.3642157127653936,0.6263528986944236,0.8788297019651866
2020-06-20,4,0.40601767080152673,0.6712368580732766,0.8938026479977398
2020-08-20,1,0.004607805132584727,0.11782247608693133,0.5360403008274367
2020-08-20,2,0.08999734965669481,0.3916270464598164,0.7179583987212204
2020-08-20,3,0.2652962320474577,0.5115063260532497,0.7934072520306762
2020-08-20,4,0.28667399927024484,0.5376476429564279,0.8001804919907622
