year,name,index,type,lo,mi,hi
1995,r2,2,elas,0.1906920622408719,0.38736018711661663,0.5885556505554563
1995,r2,2,elas_asym,0.25054637231074345,0.46935902949700486,0.6678222506348399
1995,s1,1,elas,0.1326125328679559,0.3611970917257156,0.5941952356962563
1995,s1,1,elas_asym,0.06732570308930458,0.24896956699642825,0.48898791254805973
1995,s2,2,elas,0.11338847923830632,0.2636842838093473,0.4384056651000772
1995,s2,2,elas_asym,0.07867010027393526,0.21228239340553307,0.3787263641324253
1995,s3,3,elas,0.25627245995020526,0.47082662603943526,0.6910393592808889
1995,s3,3,elas_asym,0.26703840931762496,0.4978138400476715,0.7081892479835248
1995,s4,4,elas,0.13505454846291695,0.26886415200628166,0.42189986745290653
1995,s4,4,elas_asym,0.11788029037303092,0.2642437681997486,0.43585747814749143
1996,d1,1,elas,-0.02220207276912649,0.10094961430586352,0.21679650135590361
1996,d1,1,elas_asym,-0.01774208223973282,0.08410002749462316,0.1394561480168155
1996,d2,2,elas,-0.3037667953605856,-0.09970943142952063,0.03838456015794773
1996,d2,2,elas_asym,-0.4709722519225744,-0.18956793710886405,-0.004123098865042027
1996,g1,1,elas,0.1924801701338554,0.2806172500496221,0.3666590301798019
1996,g1,1,elas_asym,0.2938046507838095,0.38891001194958164,0.5129940429342291
1996,r1,1,elas,-0.0013608230332541097,0.1487480656947558,0.29690161499287077
1996,r1,1,elas_asym,0.08534233049190555,0.22942711954110634,0.41295852434520464
1996,r2,2,elas,0.3222406837978146,0.45517029181365604,0.592987665388787
1996,r2,2,elas_asym,0.29087526047586487,0.44778172668502814,0.5951895259040018
1996,s1,1,elas,0.06765030039887782,0.23198783897366249,0.3992698721793595
1996,s1,1,elas_asym,0.08675137287260663,0.24359032546222753,0.4389406266492272
1996,s2,2,elas,0.1277523786634872,0.26908939268736537,0.4128758761631543
1996,s2,2,elas_asym,0.13289185360340505,0.29209955407118,0.45652945081870777
1996,s3,3,elas,0.38101197798572556,0.5481751131699784,0.7074333793840804
1996,s3,3,elas_asym,0.3114944238480053,0.47692219297396604,0.6341363962482234
1996,s4,4,elas,0.18453973991270656,0.33884875826914523,0.47818511102136796
1996,s4,4,elas_asym,0.13270663477283712,0.26744260870614556,0.4015228409770134
1997,d1,1,elas,-0.06306437968071436,0.05457427396427704,0.15113623469387205
1997,d1,1,elas_asym,-0.08677576602474492,0.06374500820693885,0.15644779277471108
1997,d2,2,elas,-0.4703810519331213,-0.11835017747488338,0.11484233207256554
1997,d2,2,elas_asym,-0.43986442249500146,-0.10944527093817065,0.05765650628124079
1997,g1,1,elas,0.13859074221468656,0.2534236764160368,0.35524278892044614
1997,g1,1,elas_asym,0.13702699157695628,0.24499513994140754,0.34505273115038626
1997,r1,1,elas,0.13090429779654833,0.28029813234310685,0.43348458273757634
1997,r1,1,elas_asym,0.11993789285558101,0.2737123525749563,0.46143085909138076
1997,r2,2,elas,0.14006238503183793,0.27985507211320376,0.4237771668405993
1997,r2,2,elas_asym,0.1261683836186834,0.2603595748255698,0.4352320297300848
1997,s1,1,elas,0.08415443903966638,0.21984164564715503,0.3850073916819342
1997,s1,1,elas_asym,0.1253569484238031,0.29172153492863706,0.4933112100309979
1997,s2,2,elas,0.27151360770117566,0.4730148471742218,0.6956270457893127
1997,s2,2,elas_asym,0.26607074184334994,0.4886233237235865,0.7754107273053628
1997,s3,3,elas,0.23180746522928322,0.38344268024573175,0.5394710032788885
1997,s3,3,elas_asym,0.13697358492790052,0.28639625262708496,0.4766253630020407
1997,s4,4,elas,0.16554753378884948,0.32234521482511913,0.4876809617097624
1997,s4,4,elas_asym,0.1340469055844949,0.2707828024169856,0.45010797877215586
1998,d1,1,elas,-0.062019718434851476,0.1445724005629234,0.3000648623352327
1998,d1,1,elas_asym,-0.07535298239684046,0.07998983745801264,0.1511342651917943
1998,d2,2,elas,-0.5866493835710901,-0.1769007158025591,0.06914279802165524
1998,d2,2,elas_asym,-0.5689840656740341,-0.18373203752141032,0.04682818729362244
1998,g1,1,elas,0.06682187122526022,0.21710941476302736,0.3307534351020178
1998,g1,1,elas_asym,0.17975898624673076,0.329406293786453,0.500409523077256
1998,r1,1,elas,0.037896986961044585,0.20532082911382485,0.4082226746090649
1998,r1,1,elas_asym,0.04199857748722246,0.15114508601485138,0.357111352385034
1998,r2,2,elas,0.2645859517499231,0.45116714950589887,0.6363447892228343
1998,r2,2,elas_asym,0.23707172785809016,0.46032537924553657,0.6677807591973262
1998,s1,1,elas,0.08127106835064445,0.21555925464557496,0.40944537829884686
1998,s1,1,elas_asym,0.04619771744822368,0.16050626809894375,0.38775839806847795
1998,s2,2,elas,0.1928498070801778,0.4161995785907047,0.6894820497329129
1998,s2,2,elas_asym,0.09661862878496938,0.24876409900762708,0.5143447815009237
1998,s3,3,elas,0.12447947209742943,0.2648238583697031,0.4542689783504417
1998,s3,3,elas_asym,0.24644788364787687,0.4911995428135979,0.7139008725746532
1998,s4,4,elas,0.16049116133213293,0.3225608136507409,0.5477920810031718
1998,s4,4,elas_asym,0.13502908705397998,0.30221172809389985,0.574483501865508
1999,d1,1,elas,-0.1427249084600763,0.08340554416032478,0.23987875750586313
1999,d1,1,elas_asym,-0.1322045430026845,0.04649128353113341,0.11378619956830957
1999,d2,2,elas,-0.3988157262782919,-0.10113602786120729,0.10513634916454227
1999,d2,2,elas_asym,-0.3640365199555453,-0.1035965358753094,0.07026781860197416
1999,g1,1,elas,0.21382535006626205,0.3380309467763555,0.4608218192999255
1999,g1,1,elas_asym,0.2923579972845668,0.41989055324213853,0.5512483801440059
1999,r1,1,elas,0.02563000338637475,0.20883000091103948,0.4116900957527978
1999,r1,1,elas_asym,0.04174461936096943,0.16010893808010007,0.3904609836751235
1999,r2,2,elas,0.262552406572774,0.4686663548383143,0.6916099632831916
1999,r2,2,elas_asym,0.27083568997383206,0.5169197958987491,0.7142626653846819
1999,s1,1,elas,0.07809215221362482,0.20922331743130534,0.42479142309172935
1999,s1,1,elas_asym,0.04430022756251394,0.1685320778375714,0.4171366536700593
1999,s2,2,elas,0.09076584444187834,0.23611565861921358,0.4657291302018062
1999,s2,2,elas_asym,0.058198048301865465,0.16062402558519545,0.3466920721977725
1999,s3,3,elas,0.23638777957906354,0.44592888583655965,0.6627997208130048
1999,s3,3,elas_asym,0.28305964152041785,0.5483290245904945,0.7593893203024067
1999,s4,4,elas,0.14727000987608294,0.3132149084858473,0.5442443276178163
1999,s4,4,elas_asym,0.12749618617892222,0.2972609995125015,0.549300011899349
2000,d1,1,elas,0.01421843485629068,0.12870291688184637,0.24673859730985798
2000,d1,1,elas_asym,0.004117531016975182,0.056732801421740454,0.10326979247817374
2000,d2,2,elas,-0.3382664395416778,-0.1309922306340699,0.013470619808421843
2000,d2,2,elas_asym,-0.3259301074158815,-0.13583697864587863,-0.012004146361673735
2000,g1,1,elas,0.3132667945027973,0.41646586896717663,0.5135901637194732
2000,g1,1,elas_asym,0.40822110230030967,0.4929341370430922,0.5975275099021817
2000,r1,1,elas,-0.03596234726553703,0.0861964865424889,0.21888953438313832
2000,r1,1,elas_asym,0.022202166281130822,0.08424124233358757,0.21632596610650187
2000,r2,2,elas,0.5032415303315243,0.6532479091880324,0.8021731955119137
2000,r2,2,elas_asym,0.4993784642431678,0.6612596892735217,0.7891719010422032
2000,s1,1,elas,0.05180595639674622,0.15919121340778186,0.3528220821505891
2000,s1,1,elas_asym,0.02499077942515767,0.09034218268859785,0.22779797807242763
2000,s2,2,elas,0.05387850118742266,0.14348224904097323,0.29467461859021093
2000,s2,2,elas_asym,0.03995537755867406,0.1052459934528786,0.21964414433825635
2000,s3,3,elas,0.3390604352976811,0.5567060535604081,0.7413651430415216
2000,s3,3,elas_asym,0.515131406338755,0.6961935756350861,0.8265382999645422
2000,s4,4,elas,0.1620782611552048,0.3239132823656341,0.527366031879784
2000,s4,4,elas_asym,0.14353132197401103,0.2933338971445073,0.4827339812908165
2001,d1,1,elas,-0.06877524833763063,0.022699807815082254,0.09233471685708006
2001,d1,1,elas_asym,-0.06505407154860185,0.046984505810057364,0.09477729309170224
2001,d2,2,elas,-0.207291544553377,-0.045847897154013065,0.08272265226030767
2001,d2,2,elas_asym,-0.22524461581393695,-0.07670217108915817,0.04166635535414499
2001,g1,1,elas,0.3202750837099121,0.3937468019121829,0.47373280891100117
2001,g1,1,elas_asym,0.3307554899898497,0.40620867419623763,0.5104151914592903
2001,r1,1,elas,0.09027736135868616,0.1969394629721382,0.3072393104826301
2001,r1,1,elas_asym,0.06912254198131408,0.16603518288700747,0.2953993175668564
2001,r2,2,elas,0.3305458614163736,0.4479804456625902,0.5623599930788905
2001,r2,2,elas_asym,0.38720145978110787,0.5273841884547303,0.6539082087557155
2001,s1,1,elas,0.04590891300756373,0.1275656867676912,0.2481665136956655
2001,s1,1,elas_asym,0.0707716917877349,0.17221534086331786,0.3100277409193306
2001,s2,2,elas,0.08573283612003887,0.16357778340130696,0.26690844534009933
2001,s2,2,elas_asym,0.08784015149148539,0.1677357730426013,0.2753750592221526
2001,s3,3,elas,0.531954712756208,0.6713023071229183,0.7932402618189303
2001,s3,3,elas_asym,0.41938986962109714,0.5667891754941536,0.697523972807542
2001,s4,4,elas,0.23308173728318787,0.36173784836950096,0.5064285807257027
2001,s4,4,elas_asym,0.22165445979895,0.36198215892012187,0.5139971366664119
2002,d1,1,elas,-0.04304290440528983,0.021359556528952495,0.08341580772945816
2002,d1,1,elas_asym,-0.03280363870010479,0.043693732914010144,0.09396429511014529
2002,d2,2,elas,-0.1355387112891422,-0.03498277518538391,0.04969092953175659
2002,d2,2,elas_asym,-0.22614484247322442,-0.08004226682160037,0.024161318838279783
2002,g1,1,elas,0.17684601754332793,0.23661222811341476,0.30342573696100467
2002,g1,1,elas_asym,0.2702596339419151,0.3456243161166108,0.43163246873835615
2002,r1,1,elas,0.04340828961135172,0.13079770474665164,0.21015355269084635
2002,r1,1,elas_asym,0.12462208463558144,0.24266177188927926,0.3717825901123843
2002,r2,2,elas,0.2600227196347468,0.33287215240363244,0.41211260857395976
2002,r2,2,elas_asym,0.28015963164327895,0.37440544230637696,0.46848689368309704
2002,s1,1,elas,0.11467455594346104,0.21263837492500992,0.3049973850327473
2002,s1,1,elas_asym,0.1330165441435624,0.25946155136763666,0.39287859760380217
2002,s2,2,elas,0.14917975142281964,0.21890543137239094,0.30128781217624856
2002,s2,2,elas_asym,0.189766397018171,0.2740362364424699,0.3609113748547406
2002,s3,3,elas,0.4963052553792777,0.5830428969146478,0.6713284210508541
2002,s3,3,elas_asym,0.30275338487343023,0.405436097261002,0.5039290803771177
2002,s4,4,elas,0.4281312684382886,0.5173699078105056,0.6026156730315788
2002,s4,4,elas_asym,0.3386880842645186,0.4344535427863242,0.5267714021934328
2003,d1,1,elas,-0.040571137182339054,0.04701057023157919,0.12838922589692947
2003,d1,1,elas_asym,-0.07364459106646969,0.04364502538453037,0.12476077879586292
2003,d2,2,elas,-0.23871435686060347,-0.07331587170212395,0.08066205720137777
2003,d2,2,elas_asym,-0.22980505791738215,-0.06082857447595941,0.08254647616605584
2003,g1,1,elas,0.0325082967634207,0.12125719956541214,0.20840445506279967
2003,g1,1,elas_asym,0.011351640253916166,0.05890357321734498,0.10467569514956591
2003,r1,1,elas,0.037521336634733116,0.10977431277434108,0.1940435293659387
2003,r1,1,elas_asym,0.04582926243558086,0.10253427508487634,0.18241663992672022
2003,r2,2,elas,0.080176676791714,0.1533882128536993,0.22570805771131383
2003,r2,2,elas_asym,0.086600227770113,0.1493461149463438,0.2225621072668223
2003,s1,1,elas,0.05324767346214395,0.1251995514436069,0.20727732509825447
2003,s1,1,elas_asym,0.04960251694972734,0.11232642633278538,0.20243534505009467
2003,s2,2,elas,0.5519221435910702,0.6960617569258136,0.8510187371592991
2003,s2,2,elas_asym,0.5340248966753446,0.6981712293515682,0.8751142015261077
2003,s3,3,elas,0.14585084548419588,0.2180368628086744,0.29105051199468
2003,s3,3,elas_asym,0.09679022396951834,0.16680939751818444,0.2521785925022046
2003,s4,4,elas,0.5412226530672124,0.6758918608897966,0.8180007795638027
2003,s4,4,elas_asym,0.5677168451813416,0.7254328249704145,0.8882548213011959
2004,d1,1,elas,-0.49917254122146243,-0.14537549388659687,0.08761603446272283
2004,d1,1,elas_asym,-0.4689375781387961,-0.08064469928123212,0.0769924476599924
2004,d2,2,elas,-0.10669705104835714,0.07584329506904365,0.21260302059655406
2004,d2,2,elas_asym,-0.13050721681806063,0.05598685557242135,0.17219286295579042
2004,g1,1,elas,-0.0027170792489929624,0.06595401767932974,0.12071383758584801
2004,g1,1,elas_asym,0.018810169978452324,0.12762690428832882,0.22127951040658125
2004,r1,1,elas,0.12327181536422471,0.2682881648713169,0.4201307501719948
2004,r1,1,elas_asym,0.07518768865955251,0.19281586850120314,0.36832982384210755
2004,r2,2,elas,0.08025439173638002,0.18681011119752933,0.3162298002907981
2004,r2,2,elas_asym,0.09995131256726147,0.2077741810366811,0.3575976044861824
2004,s1,1,elas,0.08280635574367354,0.20165714277386904,0.37003724062516896
2004,s1,1,elas_asym,0.07693526060979172,0.2072193676593676,0.41431077331804106
2004,s2,2,elas,0.21922665381383574,0.40900090975935244,0.6326522256425634
2004,s2,2,elas_asym,0.14460487778577058,0.28969184323903147,0.5135602576928394
2004,s3,3,elas,0.09345674477552195,0.1927045657016191,0.3186804796104844
2004,s3,3,elas_asym,0.10834970986577512,0.23027254675129838,0.4013560434476575
2004,s4,4,elas,0.4065807446007633,0.6617192288702727,0.9411233945279776
2004,s4,4,elas_asym,0.41952061408347896,0.7262162921546409,1.0562153584632834
2005,d1,1,elas,-0.3792370816416867,-0.006189369663356922,0.22210169567715973
2005,d1,1,elas_asym,-0.3420386372806683,-0.006131726237244927,0.08038396598184029
2005,d2,2,elas,-0.20928104903768047,0.01848724072273608,0.16991398568917293
2005,d2,2,elas_asym,-0.22784569955519923,-0.017509741679350484,0.13319726867053816
2005,g1,1,elas,0.07854050296564599,0.18033036129736169,0.28333884146744975
2005,g1,1,elas_asym,0.2006968948374755,0.35345290044641475,0.5355858335406806
2005,r1,1,elas,0.0628096760071099,0.2507417797310552,0.4460520379022382
2005,r1,1,elas_asym,0.04567458326959688,0.17754211556698424,0.4228691978051402
2005,r2,2,elas,0.296931585382319,0.4724071769102667,0.6604510827095217
2005,r2,2,elas_asym,0.24873965142320698,0.4795832217031008,0.7021570078072226
2005,s1,1,elas,0.067918347828549,0.21330864304744812,0.4222440052135062
2005,s1,1,elas_asym,0.04753763858387771,0.18435140833570215,0.45052436627063625
2005,s2,2,elas,0.08784131844035198,0.226043890290478,0.4081937875468049
2005,s2,2,elas_asym,0.04494103695595757,0.13152669052996968,0.2936986136553074
2005,s3,3,elas,0.12359833641616784,0.25836121594369454,0.4480551673738695
2005,s3,3,elas_asym,0.26002444278835307,0.5114730563323275,0.7497796764923073
2005,s4,4,elas,0.23965967049761977,0.46357837428866877,0.7590091155682673
2005,s4,4,elas_asym,0.14751720678908317,0.3296981640834113,0.6282000245513262
2006,d1,1,elas,-0.10910875057757542,0.10559507731441811,0.2645755267229281
2006,d1,1,elas_asym,-0.07177521978651753,0.0479129056143071,0.08979363772734854
2006,d2,2,elas,-0.2685028293142787,-0.07381358731678211,0.06228472603366901
2006,d2,2,elas_asym,-0.3242362790519465,-0.12444106060536264,0.041727589673094694
2006,g1,1,elas,0.29008022572755754,0.4005840138798513,0.5113136940277606
2006,g1,1,elas_asym,0.3746208066966562,0.46409367765495374,0.5760641868263124
2006,r1,1,elas,-0.026954278161454195,0.12453203223626985,0.3006712301622276
2006,r1,1,elas_asym,0.018805851892888095,0.10311872549400973,0.2955982371212578
2006,r2,2,elas,0.4625924172475907,0.6333783137100086,0.794812635093037
2006,r2,2,elas_asym,0.46661571633758603,0.6425907052167752,0.7818749108841627
2006,s1,1,elas,0.027070871273808236,0.1355133534591788,0.3313302488209484
2006,s1,1,elas_asym,0.019944791872782443,0.1092406443368155,0.31443684649789405
2006,s2,2,elas,0.02186623026521938,0.09484257883676384,0.22375768852501268
2006,s2,2,elas_asym,0.02853408087551104,0.08714300984645292,0.1908634780776974
2006,s3,3,elas,0.3862964868483452,0.5911095133910891,0.7780902194679414
2006,s3,3,elas_asym,0.49251803629563556,0.6796688254088358,0.8296054440830207
2006,s4,4,elas,0.15388614028501704,0.33656202459263485,0.5691733747198936
2006,s4,4,elas_asym,0.11846715371756882,0.27590991819758187,0.484084602268804
2007,d1,1,elas,-0.2835129409325049,-0.020632191920946785,0.07895089019994499
2007,d1,1,elas_asym,-0.25936779221944517,0.014924108784286964,0.05985541198408474
2007,d2,2,elas,-0.17346789560353806,0.0021887803885826188,0.15681620059445825
2007,d2,2,elas_asym,-0.18255498203317677,-0.04010384844823014,0.11349830401488156
2007,g1,1,elas,0.29681585746847994,0.3907691074704589,0.48649155929905175
2007,g1,1,elas_asym,0.2963667900573182,0.3872017294858111,0.5017191010745805
2007,r1,1,elas,0.04803211696542162,0.18519589498311362,0.3467453757278229
2007,r1,1,elas_asym,0.0251532959397086,0.12205331247758722,0.3159460633797178
2007,r2,2,elas,0.37348959560308687,0.5213236290540717,0.6548194381131495
2007,r2,2,elas_asym,0.407141824485222,0.5778877204097115,0.7240866681419587
2007,s1,1,elas,0.024366179736741884,0.1508807749921416,0.36483402712665963
2007,s1,1,elas_asym,0.02495532677903336,0.1271628407788043,0.34083980068703823
2007,s2,2,elas,0.019246323982735274,0.07804948326403316,0.18821835496625372
2007,s2,2,elas_asym,0.016670289813513466,0.0608355976256756,0.13902638910031698
2007,s3,3,elas,0.46147470423267,0.6432889391962104,0.8007145392349201
2007,s3,3,elas_asym,0.43545790262122125,0.6228229626575289,0.779097260421626
2007,s4,4,elas,0.15656524135959005,0.36522320947895737,0.568927002550426
2007,s4,4,elas_asym,0.1535888766791589,0.39367943955168017,0.6542790240810781
2008,d1,1,elas,-0.37296864122562634,-0.003563075045621422,0.1241891539570598
2008,d1,1,elas_asym,-0.41489154609216644,-0.003077525330914525,0.04759704007686533
2008,d2,2,elas,-0.20262911751952148,-9.853167871987645e-4,0.16339654298271564
2008,d2,2,elas_asym,-0.1420104348256953,-0.0033193549734964736,0.13159023236983008
2008,g1,1,elas,0.2519447763478687,0.35274580006709266,0.455083167015248
2008,g1,1,elas_asym,0.30406184077016707,0.4226450742186182,0.5452556623434548
2008,r1,1,elas,0.006673112377578571,0.16469261239222288,0.3524348669733183
2008,r1,1,elas_asym,0.020611675327263834,0.11412626338759252,0.32383706893975966
2008,r2,2,elas,0.37751960424762976,0.5660047594956763,0.7383460805889853
2008,r2,2,elas_asym,0.3916469783159625,0.596457932509838,0.7611807840874689
2008,s1,1,elas,0.03310836377674578,0.1692137339613372,0.39495467122524053
2008,s1,1,elas_asym,0.021821305677801366,0.11752441468381533,0.3426229772320387
2008,s2,2,elas,0.0202307952021679,0.07905784648054759,0.17907553247724303
2008,s2,2,elas_asym,0.012117002483680802,0.05043886737197596,0.13487716789458137
2008,s3,3,elas,0.3218910615209854,0.5242535830942803,0.7183115229647705
2008,s3,3,elas_asym,0.4086405359735328,0.6343075579073346,0.8158600320594571
2008,s4,4,elas,0.1788296504117832,0.3931958252642449,0.6921197827778494
2008,s4,4,elas_asym,0.1426185618540375,0.35630486546420825,0.6582229329783961
2009,d1,1,elas,-0.21955092419417277,0.06108642863536719,0.18452149445333985
2009,d1,1,elas_asym,-0.18289445244300756,0.022724567392278995,0.06259635448940883
2009,d2,2,elas,-0.21040481323364135,-0.04344428128608152,0.10801215513226138
2009,d2,2,elas_asym,-0.20920532536783934,-0.05992804643194944,0.08455248368856208
2009,g1,1,elas,0.2630442621627224,0.3675159482919059,0.4719745854710771
2009,g1,1,elas_asym,0.2949824230677446,0.40090947496372875,0.5367852527588456
2009,r1,1,elas,-0.052903512571768514,0.10094631356618788,0.2631511884629472
2009,r1,1,elas_asym,0.007809755204419174,0.06473466537483374,0.2581462444167018
2009,r2,2,elas,0.40070787938372865,0.6040115900850507,0.7838309829824487
2009,r2,2,elas_asym,0.4306316049315459,0.6347896328120757,0.7959489844858365
2009,s1,1,elas,0.011771750374224201,0.08845105247130503,0.27339200111400663
2009,s1,1,elas_asym,0.009675461139085326,0.06720253520774598,0.2742599909801095
2009,s2,2,elas,0.008034224602556778,0.04501934578445543,0.13728495522671227
2009,s2,2,elas_asym,0.012027424425694756,0.05305200784095646,0.15511210160629318
2009,s3,3,elas,0.47507879442150003,0.680482301346123,0.8547546231906515
2009,s3,3,elas_asym,0.4548280186861126,0.6799974599166194,0.8530637448297436
2009,s4,4,elas,0.15181073154844688,0.4089535288850463,0.7020811996685533
2009,s4,4,elas_asym,0.11424245671803362,0.35641100539804,0.6942491112984109
2010,d1,1,elas,-0.10354287453729652,0.020275714428899694,0.10021965640902024
2010,d1,1,elas_asym,-0.12623040332975782,0.03239636025532106,0.07391292508607183
2010,d2,2,elas,-0.13828903903831768,0.02259287891319659,0.16218755588544995
2010,d2,2,elas_asym,-0.2661412497162208,-0.08522378201561856,0.07286526485599384
2010,g1,1,elas,0.25110831959980284,0.34413482655791694,0.4357173138650467
2010,g1,1,elas_asym,0.2832111100973858,0.3867076616179099,0.5090720745682972
2010,r1,1,elas,0.11257367265124674,0.2257400000326012,0.35163518896127977
2010,r1,1,elas_asym,0.01367656771848881,0.07331838042100544,0.2818759747456273
