date,basin,var,lo,mi,hi
2001-06-20,north,move,0.3723416019358582,0.6416448513425352,0.9574546518655639
2001-08-20,south,disp,0.4619428311029996,0.5990386052510879,0.6965920261968394
2001-08-20,south,move,0.317176220793701,0.5634775136811159,0.8856742968823608
2001-08-20,north,disp,0.18723467208093988,0.3028398997352761,0.39967232990936974
2001-08-20,north,move,0.4560893394494987,0.7824802500498194,1.1351969102159272
2002-06-20,south,disp,0.49257917197900164,0.6042104294382927,0.6891011571722474
2002-06-20,south,move,0.6050853524851346,1.003355596324631,1.445066839225212
2002-06-20,north,disp,0.1558141954271617,0.28349401983671746,0.38944079628141326
2002-06-20,north,move,0.5958095196892622,1.1653551790196564,1.648525618950618
2002-08-20,south,disp,0.3177716957003576,0.45224165895420226,0.5269443681799589
2002-08-20,south,move,0.6953968346873114,1.22073182990228,1.7570481336891395
2002-08-20,north,disp,0.3995178608989425,0.4643751607029107,0.5160725900037475
2002-08-20,north,move,2.850439857261665,3.4555399492764494,4.0698063145278045
2003-06-20,south,disp,0.2674720094001706,0.381079325194441,0.4550839275949645
2003-06-20,south,move,1.3673476924656833,1.9948389460878633,2.5522554868181246
2003-06-20,north,disp,0.465017747483243,0.5318604634994984,0.5840251139017574
2003-06-20,north,move,2.7173086623634646,3.3314881181747027,3.970403837881476
2003-08-20,south,disp,0.41676978415291993,0.5060718894562326,0.577000908161637
2003-08-20,south,move,1.3192633750523026,1.9579204398455183,2.647941295472948
2003-08-20,north,disp,0.3015490427066626,0.40725845205545025,0.48030645029055774
2003-08-20,north,move,0.8483729640315242,1.3364271902696445,1.90995328724699
2004-06-20,south,disp,0.5582590265464831,0.6561649701143032,0.7597163532912556
2004-06-20,south,move,0.7492280331398133,1.3485617726079324,2.0409753948597773
2004-06-20,north,disp,0.0958997873364051,0.23234279749304665,0.3655308969464338
2004-06-20,north,move,0.23170541435236194,0.6196587121671843,1.1364079901955835
2004-08-20,south,disp,0.48544836598021335,0.6203755945781525,0.7303879023120536
2004-08-20,south,move,0.36483207978372945,0.690463840995178,1.1424218204761138
2004-08-20,north,disp,0.18092637752252125,0.30770311242657045,0.41278526995494025
2004-08-20,north,move,0.2641122855635908,0.5351143742138826,0.89711430179009
2005-06-20,south,disp,0.48719261492411614,0.6322252157954867,0.7602611165293791
2005-06-20,south,move,0.1676597408539407,0.33995112559095747,0.5577023086156229
2005-06-20,north,disp,0.15803167157256048,0.30370254442017114,0.42829326031068293
2005-06-20,north,move,0.10766543270028903,0.24920537471318913,0.46595191285075127
2005-08-20,south,disp,0.5347517727437014,0.6749034286032003,0.8002590393860627
2005-08-20,south,move,0.14457133679887793,0.33509780995594984,0.5840209448797895
2005-08-20,north,disp,0.11800409455237372,0.2557752812567729,0.37995329101542036
2005-08-20,north,move,0.07829246376966979,0.18456156445864466,0.3509289592150293
2006-06-20,south,disp,0.5371207226088608,0.6731809686796467,0.7862612242410215
2006-06-20,south,move,0.07590596164219766,0.19888617553927185,0.38623211285891024
2006-06-20,north,disp,0.1508862065295416,0.2641554723721622,0.3826099646092552
2006-06-20,north,move,0.11504384000558039,0.2385379789204232,0.4021208701273522
2006-08-20,south,disp,0.5103270522526262,0.6524204547981192,0.7526247723746043
2006-08-20,south,move,0.06650808722138818,0.19066576149952205,0.39905606338957994
2006-08-20,north,disp,0.20730691614847258,0.30175240744796805,0.3999725801057898
2006-08-20,north,move,0.27551865596363107,0.4599557785204451,0.7171871570101799
2007-06-20,south,disp,0.6522831186203026,0.7754011304100599,0.8728180918626152
2007-06-20,south,move,0.14586379056726362,0.3650905091193276,0.7488943896754466
2007-06-20,north,disp,0.054106267062503356,0.1470879127723288,0.2595706737379325
2007-06-20,north,move,0.10589738126970347,0.29924275851566984,0.5623866776389697
2007-08-20,south,disp,0.6250806647575332,0.732697191901722,0.8197503771464214
2007-08-20,south,move,0.14805547107078512,0.4502294293603793,0.9710092217054485
2007-08-20,north,disp,0.13671479198736344,0.22002314123171157,0.3053683875322233
2007-08-20,north,move,0.26466112049927054,0.498328094114222,0.7643571267417819
2008-06-20,south,disp,0.6567920376980115,0.7815250785972833,0.8807467993417706
2008-06-20,south,move,0.14960233019816527,0.37136258782124015,0.7012357018996233
2008-06-20,north,disp,0.0663203464202904,0.16686656615536866,0.2799111025137396
2008-06-20,north,move,0.10168889511865162,0.28486972090577245,0.5454145170477973
2008-08-20,south,disp,0.6826259773317587,0.8116257457771743,0.9045197523900136
2008-08-20,south,move,0.14689323769743762,0.4223783412528086,0.9059804536624316
2008-08-20,north,disp,0.04617109731581528,0.13097314237894286,0.24964736343188237
2008-08-20,north,move,0.06928716543516318,0.20526325134410311,0.44494308550266004
2009-06-20,south,disp,0.6383124101166202,0.7774552703403914,0.8861072502955017
2009-06-20,south,move,0.06937708949876244,0.19795921545566192,0.43583967242113214
2009-06-20,north,disp,0.07267790350560069,0.1731272588587804,0.28985073994362975
2009-06-20,north,move,0.10894909657394412,0.27462141755018366,0.5373919593073148
2009-08-20,south,disp,0.6359661497945901,0.7607792904988442,0.8591987909090999
2009-08-20,south,move,0.05565502927011223,0.18522009381577764,0.46330522786742834
2009-08-20,north,disp,0.09585755049950351,0.18923356350351117,0.29667294373224107
2009-08-20,north,move,0.1761752039614669,0.38504089593886415,0.660076027920278
2010-06-20,south,disp,0.5696387262328461,0.7039879972618039,0.7991754877363908
2010-06-20,south,move,0.05771015688222166,0.2018937502962238,0.47998074724170464
2010-06-20,north,disp,0.18069082688474547,0.2637848036910673,0.3545103513871072
2010-06-20,north,move,0.3588090028953823,0.6160485573370094,0.9492600775698472
2010-08-20,south,disp,0.6402562051286335,0.7726704169986836,0.8952769620911255
2010-08-20,south,move,0.11215428414078588,0.32513017566590974,0.7541017596584403
2010-08-20,north,disp,0.05602473393131805,0.1620071064797528,0.2892947657573492
2010-08-20,north,move,0.1277473006204848,0.40652938331712296,0.8210514153035195
2011-06-20,south,disp,0.5824470713472626,0.7397244588146722,0.8595116920338725
2011-06-20,south,move,0.09676216176963662,0.27866265807140633,0.5822842283195513
2011-06-20,north,disp,0.0967272080326814,0.2156370894190311,0.34487207471553794
2011-06-20,north,move,0.12951192396595723,0.31063753673737937,0.6054640009298657
2011-08-20,south,disp,0.5823962634847332,0.7347050405318043,0.8553465085166434
2011-08-20,south,move,0.05453576305409508,0.1736010708009126,0.43785649198672694
2011-08-20,north,disp,0.09946165168565374,0.22181231311613048,0.34702173796594893
2011-08-20,north,move,0.07891036721545984,0.20012417514532094,0.4071630363568104
2012-06-20,south,disp,0.5954533531132628,0.7430067148703257,0.8698636974831447
2012-06-20,south,move,0.03625781796556654,0.13259200356201772,0.3932025172975938
2012-06-20,north,disp,0.072809034314076,0.19981514472045686,0.3305595696460686
2012-06-20,north,move,0.06355990423989358,0.1865001198702796,0.38730402169712475
2012-08-20,south,disp,0.5147510054415976,0.6774963173830283,0.803706346167152
2012-08-20,south,move,0.0215780337235984,0.08702623484502256,0.23841134926148194
2012-08-20,north,disp,0.15582528857322475,0.2833470257856648,0.41203065607467415
2012-08-20,north,move,0.08780645833430276,0.1911612530287487,0.3619476998613706
2013-06-20,south,disp,0.4689922425639875,0.647095542469406,0.7780668961803918
2013-06-20,south,move,0.020437584897950046,0.07497384492822831,0.21314123845451918
2013-06-20,north,disp,0.18295096761106966,0.31809202792485625,0.44985302558979023
2013-06-20,north,move,0.13638192311286124,0.2854213462295274,0.512304091047287
2013-08-20,south,disp,0.4259750679845159,0.6111632745821667,0.7317532180333254
2013-08-20,south,move,0.021678468619865818,0.0823857299917854,0.25236128180295636
2013-08-20,north,disp,0.2307383592712524,0.3548385796721354,0.4930822965343474
2013-08-20,north,move,0.11402080381031893,0.24765034627068638,0.44142902904544573
2014-06-20,south,disp,0.41734191404926496,0.5834545544973516,0.7000384037265674
2014-06-20,south,move,0.022321498771416353,0.10609863449188534,0.5076087033927889
2014-06-20,north,disp,0.27727101203919907,0.3813206345421969,0.4957755120562609
2014-06-20,north,move,0.21121267552503334,0.5157572277872082,0.8110060542660932
2014-08-20,south,disp,0.3684714473209474,0.5988245407353934,0.7298839036244497
2014-08-20,south,move,0.03621270952056286,0.11061047728186008,0.26324738870026654
2014-08-20,north,disp,0.23548347386427315,0.3700901754056091,0.5321290035086066
2014-08-20,north,move,0.09302572485238773,0.18960743168738586,0.364255579037702
2015-06-20,south,disp,0.3714625381361017,0.603144076663281,0.7502640190794185
2015-06-20,south,move,0.03523121313071214,0.11847940809123159,0.28513936295025805
2015-06-20,north,disp,0.21271075240265847,0.35796796318819535,0.5266039489113031
2015-06-20,north,move,0.09852199525128656,0.21114102967118223,0.4092813043582763
2015-08-20,south,disp,0.43158284117853496,0.6332756907380015,0.7756276601918629
2015-08-20,south,move,0.023890926624396985,0.08433943437144453,0.19814228894547242
2015-08-20,north,disp,0.17461323193720246,0.3251207871485121,0.47654008936769776
2015-08-20,north,move,0.0463011226202137,0.10802841777580444,0.21263316657423198
2016-06-20,south,disp,0.48565297095142357,0.6582840922500638,0.8037096699439427
2016-06-20,south,move,0.019132766223936965,0.0763872386013362,0.20078984987381676
2016-06-20,north,disp,0.14103043971712928,0.28814942286191614,0.4280290590827188
2016-06-20,north,move,0.04618311192145026,0.11087767421609775,0.2154083704927264
2016-08-20,south,disp,0.5243167305939049,0.6856790905372494,0.8264992012852732
2016-08-20,south,move,0.014451886376339675,0.05993930897807492,0.17468995384303776
2016-08-20,north,disp,0.11726541236256494,0.2569173718157976,0.38900565260867476
2016-08-20,north,move,0.05431941636255199,0.13003933079949573,0.2540323736584378
2017-06-20,south,disp,0.5966624138315284,0.7319505736135581,0.8574028898044921
2017-06-20,south,move,0.017554478100516083,0.08019836634644267,0.25182893552914243
2017-06-20,north,disp,0.06244744899512128,0.19151603711186638,0.3263596853157766
2017-06-20,north,move,0.06584112992543079,0.21284003608727528,0.4144609170085954
2017-08-20,south,disp,0.531028749345258,0.672207389762661,0.7994771073741805
2017-08-20,south,move,0.018961850112238908,0.08956351219176834,0.24214761099091406
2017-08-20,north,disp,0.14898360282396525,0.2778255449793298,0.38504711087708926
2017-08-20,north,move,0.1955226429293425,0.41207905471324424,0.6633866874519533
2018-06-20,south,disp,0.4985467238257365,0.6456228013809938,0.7640009989571105
2018-06-20,south,move,0.042393634162638576,0.15678750307966957,0.3606502066449151
2018-06-20,north,disp,0.18555565398472348,0.3005595561184384,0.39649109902735724
2018-06-20,north,move,0.560707866418195,1.0149706103928375,1.4710711760950947
2018-08-20,south,disp,0.468186351474414,0.6045297531139675,0.7225139906966088
2018-08-20,south,move,0.11033845614587634,0.38098859117221795,0.7308595356471559
2018-08-20,north,disp,0.21872184334886294,0.33844625778186266,0.4310068535834217
2018-08-20,north,move,0.6901239307871277,1.1471334416817216,1.6398414091052516
2019-06-20,south,disp,0.27922904623280614,0.5072481768175713,0.6512165724464574
2019-06-20,south,move,0.12150699673532697,0.4417377606902078,0.8189531519223245
2019-06-20,north,disp,0.3344996801247747,0.45476571887791656,0.5819440843122965
2019-06-20,north,move,0.7523098214195184,1.226562240632126,1.8279528064512465
2019-08-20,south,disp,0.4273790093846753,0.5557447928280997,0.6688199386999737
2019-08-20,south,move,0.19600812890940988,0.6054415044191028,1.0451166767243594
2019-08-20,north,disp,0.2785857748097649,0.39328788956613253,0.4929178706513342
2019-08-20,north,move,0.5069823982329509,0.8307879712371431,1.188653899265804
2020-06-20,south,disp,0.4500864216824606,0.5871542881776086,0.7007166370354816
2020-06-20,south,move,0.1548882962983095,0.4401412271541474,0.8151486436909997
2020-06-20,north,disp,0.23533097818591633,0.3635160993475659,0.4827734239134012
2020-06-20,north,move,0.41167518261588965,0.7236837112629946,1.1015331447068966
