number,year,month,area_1,area_2,length,mass,sex,maturity,age,est_age
98,2018,9,5,NA,16,42,1,1,1,NA
99,2018,9,5,NA,14.5,38,2,2,1,NA
100,2018,9,5,NA,33.5,448,2,2,3,NA
101,2018,9,5,NA,31,362,2,2,3,NA
102,2018,9,5,NA,31.8,436,2,2,4,NA
103,2018,9,5,NA,39.5,782,2,2,5,NA
104,2018,9,5,NA,34.5,604,2,2,4,NA
105,2018,9,5,NA,40.5,740,1,2,NA,NA
106,2018,9,5,NA,41.5,908,2,2,5,NA
107,2018,9,5,NA,45,1344,1,4,NA,NA
108,2018,9,5,NA,35.6,594,2,2,3,NA
109,2018,9,5,NA,34,516,1,2,3,NA
110,2018,9,5,NA,36.2,622,2,2,4,NA
111,2018,9,5,NA,36,698,1,5,4,NA
112,2018,9,5,NA,35.3,632,1,2,4,NA
113,2018,9,5,NA,40,854,1,2,5,NA
114,2018,9,0,NA,56.5,2072,1,12,7,NA
115,2018,9,0,NA,55,2080,1,5,6,NA
116,2018,9,0,NA,54.4,1918,1,5,7,NA
117,2018,9,0,NA,54.5,1480,1,12,7,NA
118,2018,9,0,NA,48,1558,1,4,5,NA
1,2018,9,11,NA,32,378,1,2,3,NA
2,2018,9,11,NA,34.3,424,1,2,4,NA
3,2018,9,11,NA,22,82,2,2,2,NA
4,2018,9,11,NA,28,266,2,2,2,NA
5,2018,9,11,NA,28.8,274,1,2,3,NA
6,2018,9,11,NA,32,426,2,2,3,NA
7,2018,9,11,NA,34.2,486,2,2,4,NA
8,2018,9,11,NA,26.5,192,1,2,2,NA
9,2018,9,11,NA,34.4,460,2,2,4,NA
10,2018,9,11,NA,32,408,2,2,3,NA
11,2018,9,11,NA,30,330,1,2,3,NA
12,2018,9,11,NA,37.5,650,1,2,4,NA
13,2018,9,11,NA,35,486,2,2,3,NA
14,2018,9,11,NA,39.3,674,2,2,5,NA
15,2018,9,11,NA,27.2,228,2,2,2,NA
16,2018,9,11,NA,32.5,378,1,2,3,NA
17,2018,9,11,NA,33.3,418,1,2,3,NA
18,2018,9,11,NA,28.1,218,1,2,3,NA
19,2018,9,11,NA,26,178,2,3,2,NA
20,2018,9,11,NA,28.5,252,2,2,2,NA
21,2018,9,11,NA,27.5,216,2,2,2,NA
22,2018,9,11,NA,32.5,428,2,2,3,NA
23,2018,9,11,NA,30.5,326,1,2,3,NA
24,2018,9,11,NA,33,470,1,2,3,NA
25,2018,9,11,NA,35,522,2,2,3,NA
26,2018,9,11,NA,34.5,524,2,2,4,NA
27,2018,9,11,NA,29.5,294,1,2,2,NA
28,2018,9,11,NA,31,326,1,2,2,NA
29,2018,9,11,NA,33.5,464,1,2,3,NA
30,2018,9,11,NA,36,578,2,2,3,NA
31,2018,9,11,NA,29.1,262,1,2,3,NA
32,2018,9,11,NA,38.5,700,2,2,4,NA
33,2018,9,11,NA,39.5,748,1,2,4,NA
34,2018,9,11,NA,42,870,2,2,4,NA
35,2018,9,11,NA,39.2,824,2,3,4,NA
36,2018,9,11,NA,42.5,886,1,2,5,NA
37,2018,9,11,NA,43,1136,1,2,4,NA
38,2018,9,11,NA,42.6,1016,2,2,4,NA
39,2018,9,11,NA,57,2690,1,12,7,NA
40,2018,9,12,NA,25,152,1,1,2,NA
41,2018,9,12,NA,39.4,720,1,2,4,NA
42,2018,9,12,NA,31,356,1,2,3,NA
43,2018,9,12,NA,27.8,264,2,2,3,NA
44,2018,9,12,NA,27.5,264,2,2,3,NA
45,2018,9,12,NA,29.5,284,2,2,3,NA
46,2018,9,12,NA,27,242,2,2,2,NA
47,2018,9,12,NA,25.5,182,1,2,2,NA
48,2018,9,12,NA,23.6,156,1,2,2,NA
49,2018,9,12,NA,27.5,224,2,2,3,NA
50,2018,9,12,NA,29.2,294,2,4,4,NA
51,2018,9,12,NA,25.6,216,2,2,2,NA
52,2018,9,12,NA,15,32,1,1,1,NA
53,2018,9,12,NA,26.9,216,2,2,2,NA
54,2018,9,12,NA,19.3,70,2,1,2,NA
55,2018,9,12,NA,29.6,328,1,2,3,NA
1,2019,8,1,NA,50.5,1470,1,9,5,NA
2,2019,8,1,NA,15.2,34,1,1,1,NA
3,2019,8,1,NA,38,778,1,2,4,NA
4,2019,8,1,NA,42,1058,1,3,4,NA
5,2019,8,1,NA,48.5,1414,1,3,5,NA
6,2019,8,1,NA,45,1122,1,3,5,NA
7,2019,8,2,NA,14,30,2,2,1,NA
8,2019,8,2,NA,15.5,36,1,2,1,NA
9,2019,8,2,NA,36.6,616,1,2,4,NA
10,2019,8,2,NA,30,346,2,2,2,NA
11,2019,8,2,NA,25.5,144,1,2,3,NA
12,2019,8,2,NA,58.3,2145,1,10,7,NA
13,2019,8,10,NA,18.5,76,2,2,2,NA
14,2019,8,10,NA,29.4,316,1,2,2,NA
15,2019,8,9,NA,29.8,374,2,2,3,NA
16,2019,8,9,NA,28.2,278,2,2,NA,NA
17,2019,8,9,NA,34.5,506,2,2,4,NA
18,2019,8,9,NA,40.6,964,2,2,4,NA
19,2019,8,9,NA,40,874,1,3,4,NA
20,2019,8,10,NA,32,448,2,2,3,NA
21,2019,8,10,NA,47,1332,1,11,5,NA
22,2019,8,9,NA,38.5,714,2,2,4,NA
23,2019,8,9,NA,37,764,1,2,3,NA
24,2019,8,3,NA,16.5,42,1,1,1,NA
25,2019,8,3,NA,35,562,1,3,3,NA
26,2019,8,3,NA,32.5,380,2,2,2,NA
27,2019,8,3,NA,16.3,48,1,1,1,NA
28,2019,8,3,NA,41.5,956,1,3,4,NA
29,2019,8,3,NA,43.1,962,2,3,5,NA
30,2019,8,3,NA,32.6,436,1,2,3,NA
31,2019,8,3,NA,34,612,1,2,3,NA
32,2019,8,3,NA,40.3,806,2,2,4,NA
33,2019,8,3,NA,43.5,1080,2,2,5,NA
34,2019,8,3,NA,35,592,2,2,4,NA
35,2019,8,3,NA,47.3,1324,1,3,5,NA
36,2019,8,3,NA,44,1068,1,3,4,NA
37,2019,8,3,NA,43,1132,1,3,5,NA
38,2019,8,3,NA,32.3,444,2,2,3,NA
39,2019,8,3,NA,14.8,32,2,2,1,NA
40,2019,8,3,NA,36.7,620,2,2,4,NA
41,2019,8,3,NA,45.7,1218,1,2,5,NA
42,2019,8,3,NA,39,818,2,2,4,NA
43,2019,8,3,NA,48,1462,1,3,5,NA
44,2019,8,3,NA,39,790,1,2,4,NA
45,2019,8,3,NA,15.2,38,2,1,1,NA
46,2019,8,3,NA,35,530,1,3,4,NA
47,2019,8,3,NA,33.3,478,1,2,3,NA
48,2019,8,3,NA,37.8,644,2,2,4,NA
49,2019,8,3,NA,48,1406,2,5,6,NA
50,2019,8,3,NA,20.3,84,1,5,2,NA
51,2019,8,3,NA,34.2,536,1,2,3,NA
52,2019,8,3,NA,40,894,2,3,4,NA
53,2019,8,3,NA,20.6,78,1,2,2,NA
54,2019,8,3,NA,45.5,1338,1,3,5,NA
55,2019,8,3,NA,51.2,1906,1,11,6,NA
56,2019,8,3,NA,43.2,970,2,4,5,NA
57,2019,8,3,NA,46,1462,1,5,5,NA
58,2019,8,6,NA,50.7,1604,1,3,6,NA
59,2019,8,6,NA,52.5,1616,1,2,6,NA
60,2019,8,6,NA,50.5,1562,1,5,6,NA
61,2019,8,6,NA,48,1310,2,5,5,NA
62,2019,8,6,NA,54,1690,2,5,7,NA
63,2019,8,4,NA,15.2,35,1,1,1,NA
64,2019,8,4,NA,42.5,896,2,4,5,NA
65,2019,8,4,NA,54,1696,2,12,7,NA
66,2019,8,4,NA,50,1668,1,1,6,NA
67,2019,8,4,NA,58,2406,1,12,7,NA
68,2019,8,4,NA,53,1756,1,11,6,NA
69,2019,8,4,NA,51.5,1670,1,11,NA,NA
70,2019,8,4,NA,54.5,2074,1,11,7,NA
71,2019,8,4,NA,18,44,1,1,1,NA
72,2019,8,4,NA,30.7,320,1,2,2,NA
73,2019,8,4,NA,40.2,762,1,2,3,NA
74,2019,8,4,NA,39,820,1,2,3,NA
75,2019,8,4,NA,46.8,1274,2,4,6,NA
76,2019,8,4,NA,49.5,1492,1,2,5,NA
77,2019,8,4,NA,53,1820,1,4,7,NA
78,2019,8,5,NA,27.7,284,2,5,3,NA
79,2019,8,5,NA,55,1756,1,11,7,NA
80,2019,8,0,NA,18.8,54,1,1,1,NA
81,2019,8,0,NA,47.2,1300,2,5,5,NA
82,2019,8,0,NA,53,1920,1,11,6,NA
83,2019,8,0,NA,50,1432,1,12,6,NA
84,2019,8,0,NA,51.5,1848,1,10,7,NA
85,2019,8,0,NA,53.2,1724,2,5,6,NA
86,2019,8,0,NA,54,1938,1,4,6,NA
87,2019,8,0,NA,57.4,1816,2,11,8,NA
88,2019,8,0,NA,21.4,112,NA,NA,2,NA
89,2019,8,0,NA,23.6,170,NA,NA,2,NA
90,2019,8,0,NA,26.1,226,NA,NA,2,NA
91,2019,8,0,NA,15.5,48,NA,NA,2,NA
92,2019,8,0,NA,30.3,336,NA,NA,3,NA
93,2019,8,0,NA,34.1,498,NA,NA,3,NA
94,2019,8,0,NA,24,166,NA,NA,2,NA
95,2019,8,0,NA,25.3,198,NA,NA,2,NA
96,2019,8,0,NA,28.5,292,NA,NA,3,NA
97,2019,8,0,NA,21.1,118,NA,NA,2,NA
98,2019,8,0,NA,23.9,180,NA,NA,2,NA
99,2019,8,0,NA,21.5,120,NA,NA,2,NA
100,2019,8,0,NA,28.2,280,NA,NA,3,NA
101,2019,8,0,NA,34.2,536,NA,NA,3,NA
102,2019,8,0,NA,22.2,134,NA,NA,2,NA
103,2019,8,0,NA,19.8,80,NA,NA,2,NA
104,2019,8,0,NA,17,64,NA,NA,2,NA
105,2019,8,0,NA,34.3,520,NA,NA,3,NA
106,2019,8,0,NA,37.2,780,NA,NA,4,NA
107,2019,8,0,NA,39,822,NA,NA,4,NA
108,2019,8,0,NA,32.8,474,NA,NA,3,NA
109,2019,8,0,NA,30.8,406,NA,NA,3,NA
110,2019,8,0,NA,33.3,508,NA,NA,3,NA
111,2019,8,0,NA,19.1,80,NA,NA,2,NA
112,2019,8,0,NA,19,86,NA,NA,2,NA
113,2019,8,0,NA,17.2,66,NA,NA,2,NA
1,2019,8,12,NA,21.5,122,2,2,2,NA
2,2019,8,12,NA,34.8,398,1,2,3,NA
3,2019,8,12,NA,37.4,536,1,2,4,NA
4,2019,8,12,NA,39.4,602,1,2,4,NA
5,2019,8,12,NA,31,354,2,2,3,NA
6,2019,8,12,NA,40,724,1,2,4,NA
7,2019,8,12,NA,22.5,98,2,2,2,NA
8,2019,8,12,NA,20.7,88,2,2,2,NA
9,2019,8,12,NA,40.3,670,2,3,4,NA
10,2019,8,12,NA,53,1702,1,11,6,NA
11,2019,8,12,NA,66,3526,1,4,7,NA
12,2019,8,11,NA,20.9,76,1,1,2,NA
13,2019,8,11,NA,32,326,2,2,3,NA
14,2019,8,11,NA,34.1,414,2,2,3,NA
15,2019,8,11,NA,39,644,2,2,4,NA
16,2019,8,11,NA,36.2,542,2,2,4,NA
17,2019,8,11,NA,38.2,526,2,2,5,NA
18,2019,8,11,NA,35.5,470,1,2,4,NA
19,2019,8,11,NA,32,420,2,2,3,NA
20,2019,8,11,NA,31,314,2,2,3,NA
21,2019,8,11,NA,35.5,518,2,2,4,NA
22,2019,8,11,NA,36,516,2,2,3,NA
23,2019,8,11,NA,33,402,2,2,3,NA
24,2019,8,11,NA,34.5,444,1,2,3,NA
25,2019,8,11,NA,36.7,556,2,2,3,NA
26,2019,8,11,NA,41.5,804,1,4,4,NA
27,2019,8,11,NA,35.7,530,2,2,3,NA
28,2019,8,11,NA,45.5,1090,1,4,5,NA
29,2019,8,11,NA,48,1306,1,2,5,NA
30,2019,8,11,NA,47.5,1132,1,2,6,NA
31,2019,8,11,NA,54,1966,1,3,6,NA
1,2020,8,3,NA,18.7,50,1,1,1,NA
2,2020,8,3,NA,18.1,50,2,2,1,NA
3,2020,8,3,NA,18.1,50,2,2,1,NA
4,2020,8,3,NA,28.8,261,1,2,2,NA
5,2020,8,3,NA,30,297,1,2,2,NA
6,2020,8,3,NA,27,220,1,2,2,NA
7,2020,8,3,NA,26,196,2,2,2,NA
8,2020,8,3,NA,30.3,292,2,2,2,NA
9,2020,8,3,NA,24.6,172,1,2,2,NA
10,2020,8,3,NA,29.2,267,2,2,2,NA
11,2020,8,3,NA,32.1,365,2,2,2,NA
12,2020,8,3,NA,42.6,999,1,2,4,NA
13,2020,8,2,NA,26.7,207,2,2,3,NA
14,2020,8,2,NA,27.5,221,1,2,2,NA
15,2020,8,2,NA,28.2,238,2,2,2,NA
16,2020,8,2,NA,27,229,2,2,2,NA
17,2020,8,2,NA,29.5,262,2,2,2,NA
18,2020,8,2,NA,48.8,1446,1,9,4,NA
19,2020,8,3,NA,15,34,1,1,1,NA
20,2020,8,3,NA,15,34,2,1,1,NA
21,2020,8,3,NA,15.9,38,1,1,1,NA
22,2020,8,3,NA,27,180,1,2,2,NA
23,2020,8,3,NA,23.5,112,1,1,2,NA
24,2020,8,3,NA,26,167,1,2,2,NA
25,2020,8,3,NA,22.5,114,2,2,2,NA
26,2020,8,3,NA,23,127,1,2,2,NA
27,2020,8,3,NA,28.5,268,1,2,2,NA
29,2020,8,3,NA,33,444,2,2,3,NA
30,2020,8,3,NA,38,554,1,2,3,NA
31,2020,8,3,NA,35,502,2,2,3,NA
32,2020,8,3,NA,35,475,1,2,3,NA
33,2020,8,3,NA,34.5,464,1,1,3,NA
34,2020,8,3,NA,33.1,427,1,2,3,NA
35,2020,8,3,NA,33.4,442,1,2,3,NA
36,2020,8,3,NA,28.5,226,1,2,2,NA
37,2020,8,3,NA,30.7,309,2,2,2,NA
38,2020,8,3,NA,32,392,1,2,2,NA
39,2020,8,3,NA,31.5,355,1,2,3,NA
40,2020,8,3,NA,13.5,18,1,1,1,NA
44,2020,8,10,NA,21.5,102,1,1,2,NA
45,2020,8,10,NA,20.4,82,1,1,2,NA
46,2020,8,10,NA,27,215,1,1,2,NA
47,2020,8,10,NA,27.3,210,2,2,2,NA
48,2020,8,10,NA,27.5,230,2,2,2,NA
49,2020,8,10,NA,28,245,2,2,3,NA
51,2020,8,1,NA,18.2,66,1,1,1,NA
52,2020,8,1,NA,18,56,1,1,1,NA
53,2020,8,1,NA,17.5,53,2,2,1,NA
54,2020,8,1,NA,25.5,180,1,2,2,NA
55,2020,8,1,NA,17.5,50,2,1,1,NA
61,2020,8,1,NA,27,219,1,2,2,NA
62,2020,8,1,NA,28,221,2,2,2,NA
63,2020,8,1,NA,29.5,269,2,2,2,NA
64,2020,8,1,NA,32.5,382,1,2,3,NA
65,2020,8,1,NA,31,341,1,1,2,NA
66,2020,8,10,NA,33.1,385,2,2,3,NA
67,2020,8,10,NA,34,425,1,2,3,NA
68,2020,8,10,NA,32.6,361,1,2,3,NA
69,2020,8,10,NA,30.2,312,1,2,2,NA
71,2020,8,1,NA,38.6,640,2,2,4,NA
72,2020,8,1,NA,41,779,1,2,4,NA
73,2020,8,10,NA,39.3,769,1,2,4,NA
74,2020,8,10,NA,47,1356,1,4,5,NA
75,2020,8,2,NA,18.1,47,2,2,1,NA
76,2020,8,2,NA,16.7,46,1,1,1,NA
77,2020,8,2,NA,18,57,2,2,2,NA
78,2020,8,2,NA,17.8,58,2,2,2,NA
79,2020,8,9,NA,24.5,138,1,1,2,NA
80,2020,8,9,NA,25.5,161,2,2,2,NA
81,2020,8,9,NA,24.7,152,1,1,2,NA
82,2020,8,9,NA,40.2,703,1,2,4,NA
83,2020,8,9,NA,27.6,226,2,2,3,NA
84,2020,8,9,NA,32.5,448,2,2,3,NA
85,2020,8,9,NA,29.2,250,2,2,2,NA
86,2020,8,9,NA,27.2,212,1,2,2,NA
87,2020,8,9,NA,29.6,301,2,2,2,NA
88,2020,8,9,NA,35.2,474,2,2,3,NA
89,2020,8,9,NA,40,839,1,2,4,NA
90,2020,8,9,NA,18.5,68,2,2,2,NA
91,2020,8,9,NA,37,557,1,2,4,NA
93,2020,8,2,NA,40.5,715,1,2,4,NA
95,2020,8,1,NA,20.2,81,1,1,1,NA
96,2020,8,1,NA,21.6,91,1,2,2,NA
97,2020,8,10,NA,17.2,44,1,1,1,NA
98,2020,8,9,NA,43.5,927,1,2,5,NA
99,2020,8,9,NA,37.2,710,2,2,4,NA
100,2020,8,9,NA,39.2,679,2,2,4,NA
101,2020,8,9,NA,48.5,1413,2,5,5,NA
102,2020,8,9,NA,50.5,1349,1,10,6,NA
103,2020,8,9,NA,51.7,1751,1,12,6,NA
